Type,Entry Price,Exit Price,Profit Factor,Capital,Open Position Date,Close Position Date
Short,145.4060525118,144.7296656456,1.0046734500710883,11480.40747308066,2016-10-07 00:00:00+00:00,2016-10-11 00:00:00+00:00
Long,144.7296656456,149.9352759575,1.0359678182677974,15540.005071547512,2016-10-11 00:00:00+00:00,2016-10-24 00:00:00+00:00
Short,149.9352759575,151.6647714888,0.9885965902673205,11349.491682767006,2016-10-24 00:00:00+00:00,2016-10-28 00:00:00+00:00
Long,151.1853073811,155.3806183233,1.0277494620004621,15971.231851767408,2016-11-02 00:00:00+00:00,2016-11-07 00:00:00+00:00
Short,155.3806183233,176.596905088,0.8798603704061082,9985.967955920421,2016-11-07 00:00:00+00:00,2016-11-16 00:00:00+00:00
Long,180.0987054458,188.3293448996,1.0457007141357657,16701.128553021066,2016-11-28 00:00:00+00:00,2016-11-30 00:00:00+00:00
Short,188.3293448996,191.8247183035,0.9817782951289431,9804.006594975808,2016-11-30 00:00:00+00:00,2016-12-02 00:00:00+00:00
Short,198.7124074188,203.6849410818,0.9755871315935771,9564.662672116961,2016-12-06 00:00:00+00:00,2016-12-12 00:00:00+00:00
Long,203.6849410818,211.5001494296,1.03836910233173,17341.93586352731,2016-12-12 00:00:00+00:00,2017-02-13 00:00:00+00:00
Short,211.5001494296,214.2225901398,0.9872915330338254,9443.11047250576,2017-02-13 00:00:00+00:00,2017-02-16 00:00:00+00:00
Short,216.2150388614,215.725514822,1.0022691986147485,9464.538765708887,2017-02-21 00:00:00+00:00,2017-02-23 00:00:00+00:00
Long,212.4276686621,192.1928679918,0.9047449854449673,15690.029510434571,2017-02-24 00:00:00+00:00,2017-06-09 00:00:00+00:00
Short,192.1928679918,191.7349367743,1.0023883556393223,9487.143450243551,2017-06-09 00:00:00+00:00,2017-06-12 00:00:00+00:00
Short,193.7135452426,192.8754447124,1.0043452940909596,9528.36787861798,2017-06-13 00:00:00+00:00,2017-06-15 00:00:00+00:00
Long,192.8754447124,199.070476467,1.03211933879835,16193.98288403633,2017-06-15 00:00:00+00:00,2017-07-13 00:00:00+00:00
Short,199.070476467,197.5152383696,1.0078740157480393,9603.39439734733,2017-07-13 00:00:00+00:00,2017-07-14 00:00:00+00:00
Long,197.5152383696,196.1328045053,0.9930008748909127,16080.639171816541,2017-07-14 00:00:00+00:00,2017-08-01 00:00:00+00:00
Short,196.1328045053,195.5020690546,1.0032262341455007,9634.377196264762,2017-08-01 00:00:00+00:00,2017-08-02 00:00:00+00:00
Long,193.5321007979,201.2478098034,1.0398678512437443,16721.73970222285,2017-08-03 00:00:00+00:00,2017-08-07 00:00:00+00:00
Short,201.2478098034,200.4961113896,1.0037491919847727,9670.498326027275,2017-08-07 00:00:00+00:00,2017-08-08 00:00:00+00:00
Long,194.8367727574,195.8305573632,1.0051006008349224,16807.030621709364,2017-08-10 00:00:00+00:00,2017-09-01 00:00:00+00:00
